"","X","Table.1","ANZSOC.Division","month","year","ANZSOC.Group","ANZSOC.Subdivision","Area.Unit","Location.Type","Locn.Type.Division","Occurrence.Day.Of.Week","Occurrence.Hour.Of.Day","Territorial.Authority","Weapon","Number.of.Records","Victimisations"
"1346",1346,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Stanley Park.",".","Residential Location","Friday",10,"South Waikato District.","Not Stated",1,1
"1347",1347,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Wanganui Collegiate.",".","Residential Location","Friday",15,"Wanganui District.","Not Stated",1,1
"1348",1348,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Walmsley.",".","Residential Location","Friday",9,"Auckland.","Other Weapon",1,1
"1349",1349,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Oponae.",".","Residential Location","Monday",16,"Opotiki District.","None",1,1
"1350",1350,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Te Rerenga.",".","Residential Location","Monday",12,"Thames-Coromandel District.","Not Stated",1,2
"1351",1351,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Mahora.",".","Residential Location","Monday",0,"Hastings District.","Not Stated",1,1
"1352",1352,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Tikitere.",".","Residential Location","Saturday",13,"Rotorua District.","None",1,1
"1353",1353,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Glen Innes East.",".","Residential Location","Saturday",0,"Auckland.","Not Stated",1,1
"1354",1354,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Outer Kaiti.",".","Residential Location","Saturday",22,"Gisborne District.","Blunt Instrument N.E.C.",1,1
"1355",1355,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Te Awamutu East.",".","Residential Location","Saturday",10,"Waipa District.","Not Stated",1,1
"1356",1356,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Onekawa South.",".","Residential Location","Saturday",15,"Napier City.","Not Stated",1,2
"1357",1357,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Tahunanui.",".","Residential Location","Saturday",21,"Nelson City.","Not Stated",1,1
"1358",1358,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Swanson South.",".","Residential Location","Sunday",18,"Auckland.","None",1,1
"1359",1359,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Waitara East.",".","Residential Location","Sunday",3,"New Plymouth District.","None",1,1
"1360",1360,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Aotea.",".","Residential Location","Sunday",13,"South Waikato District.","Other Weapon",1,1
"1361",1361,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Swarbrick.",".","Residential Location","Thursday",13,"Hamilton City.","None",1,1
"1362",1362,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Springlands.",".","Residential Location","Thursday",21,"Marlborough District.","None",1,1
"1363",1363,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Tamaki.",".","Residential Location","Tuesday",0,"Auckland.","None",1,1
"1364",1364,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Waikowhai West.",".","Residential Location","Tuesday",21,"Auckland.","None",1,1
"1365",1365,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Porritt.",".","Residential Location","Tuesday",18,"Hamilton City.","None",1,1
"1366",1366,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Weymouth East.",".","Residential Location","Tuesday",21,"Auckland.","Not Stated",1,1
"1367",1367,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Mangapapa.",".","Residential Location","Tuesday",1,"Gisborne District.","Other Weapon",1,1
"1368",1368,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","999999",".","Residential Location","UNKNOWN",99,"Dunedin City.","None",1,1
"1369",1369,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Te Mata.",".","Residential Location","UNKNOWN",99,"Hastings District.","Blunt Instrument N.E.C.",1,1
"1370",1370,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Alexandra.",".","Residential Location","UNKNOWN",99,"Central Otago District.","Not Stated",1,1
"1371",1371,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Gravatt.",".","Residential Location","Wednesday",18,"Tauranga City.","None",1,1
"1372",1372,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Pukehangi North.",".","Residential Location","Wednesday",14,"Rotorua District.","Not Stated",1,1
"1373",1373,"1 Victimisation Time and Place","Sexual Assault and Related Offences","May","20","Aggravated Sexual Assault","Sexual Assault","Akarana.",".","Residential Location","Thursday",20,"Auckland.","Not Stated",1,1
"1374",1374,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Russley.",".","Other Location","Friday",5,"Christchurch City.","None",1,1
"1375",1375,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Whangarei Central.",".","Other Location","Friday",13,"Whangarei District.","None",1,1
"1376",1376,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Maramarua.",".","Other Location","Friday",14,"Waikato District.","None",1,1
"1377",1377,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Henderson North.",".","Other Location","Friday",17,"Auckland.","None",1,1
"1378",1378,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Henderson North.",".","Other Location","Friday",18,"Auckland.","None",1,1
"1379",1379,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Redwoodtown.",".","Other Location","Friday",19,"Marlborough District.","None",1,1
"1380",1380,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Petone Central.",".","Other Location","Friday",21,"Lower Hutt City.","None",1,1
"1381",1381,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","New Plymouth Central.",".","Other Location","Friday",23,"New Plymouth District.","None",1,1
"1382",1382,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Queenstown Hill.",".","Other Location","Friday",0,"Queenstown-Lakes District.","Not Stated",1,1
"1383",1383,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Riccarton.",".","Other Location","Friday",16,"Christchurch City.","Other Weapon",1,1
"1384",1384,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Not Resulting in Injury","Assault","Hagley Park.",".","Other Location","Friday",0,"Christchurch City.","None",1,1
"1385",1385,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Not Resulting in Injury","Assault","Cathedral Square.",".","Other Location","Friday",7,"Christchurch City.","Not Stated",1,1
"1386",1386,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Not Resulting in Injury","Assault","Papatoetoe North.",".","Other Location","Friday",23,"Auckland.","Not Stated",1,1
"1387",1387,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Resulting in Injury","Assault","Putaruru.",".","Other Location","Friday",16,"South Waikato District.","Blunt Instrument N.F.D.",1,1
"1388",1388,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Resulting in Injury","Assault","Surrey Crescent.",".","Other Location","Friday",18,"Auckland.","None",1,2
"1389",1389,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Resulting in Injury","Assault","High St-Stuart St.",".","Other Location","Friday",23,"Dunedin City.","Not Stated",1,1
"1390",1390,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Allandale-Mokorua.",".","Other Location","Monday",9,"Whakatane District.","None",1,1
"1391",1391,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Wesley.",".","Other Location","Monday",14,"Auckland.","None",1,3
"1392",1392,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Auckland Central West.",".","Other Location","Monday",17,"Auckland.","None",1,1
"1393",1393,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Upper Riccarton.",".","Other Location","Monday",4,"Christchurch City.","Other Weapon",1,1
"1394",1394,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Not Resulting in Injury","Assault","Clendon South.",".","Other Location","Monday",9,"Auckland.","Blunt Instrument N.F.D.",1,1
"1395",1395,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Not Resulting in Injury","Assault","Regent.",".","Other Location","Monday",19,"Whangarei District.","None",1,1
"1396",1396,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Resulting in Injury","Assault","Bledisloe Park.",".","Other Location","Monday",17,"Auckland.","Not Stated",1,1
"1397",1397,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Alexandra.",".","Other Location","Saturday",1,"Central Otago District.","None",1,1
"1398",1398,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Naenae North.",".","Other Location","Saturday",10,"Lower Hutt City.","None",1,1
"1399",1399,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Rolleston North East.",".","Other Location","Saturday",13,"Selwyn District.","None",1,1
"1400",1400,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Auckland Central East.",".","Other Location","Saturday",16,"Auckland.","None",1,1
"1401",1401,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Grey Lynn East.",".","Other Location","Saturday",21,"Auckland.","None",1,1
"1402",1402,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Blueskin.",".","Other Location","Saturday",21,"Wanganui District.","None",1,1
"1403",1403,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Merivale.",".","Other Location","Saturday",23,"Christchurch City.","None",1,1
"1404",1404,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Stonefields.",".","Other Location","Saturday",14,"Auckland.","Not Stated",1,1
"1405",1405,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Fenton.",".","Other Location","Saturday",17,"Rotorua District.","Other Weapon",1,1
"1406",1406,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Not Resulting in Injury","Assault","Willis Street-Cambridge Terrace.",".","Other Location","Saturday",2,"Wellington City.","None",1,1
"1407",1407,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Resulting in Injury","Assault","Waihi Beach.",".","Other Location","Saturday",23,"Western Bay of Plenty District.","Blunt Instrument N.F.D.",1,1
"1408",1408,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Resulting in Injury","Assault","Feilding West.",".","Other Location","Saturday",3,"Manawatu District.","None",1,1
"1409",1409,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Resulting in Injury","Assault","St Lukes.",".","Other Location","Saturday",23,"Auckland.","None",1,1
"1410",1410,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Serious Assault Resulting in Injury","Assault","Puhinui South.",".","Other Location","Saturday",12,"Auckland.","Not Stated",1,1
"1411",1411,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Kawakawa.",".","Other Location","Sunday",1,"Far North District.","None",1,1
"1412",1412,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Palmerston North Central.",".","Other Location","Sunday",2,"Palmerston North City.","None",1,1
"1413",1413,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Willis Street-Cambridge Terrace.",".","Other Location","Sunday",3,"Wellington City.","None",1,1
"1414",1414,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Mangere Central.",".","Other Location","Sunday",13,"Auckland.","None",1,1
"1415",1415,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Springlands.",".","Other Location","Sunday",15,"Marlborough District.","None",1,2
"1416",1416,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jul","20","Common Assault","Assault","Huntly East.",".","Other Location","Sunday",21,"Waikato District.","None",1,1
