"type","title","director","date_added","release_year","rating","duration","listed_in"
"Movie","An American Tail","Don Bluth","April 1, 2018",1986,"G","80 min","Children & Family Movies"
"Movie","An American Tail: Fievel Goes West","Phil Nibbelink, Simon Wells","April 1, 2018",1991,"G","75 min","Children & Family Movies"
"Movie","An American Tail: The Mystery of the Night Monster","Larry Latham","April 1, 2018",1999,"G","75 min","Children & Family Movies"
"Movie","An American Tail: The Treasures of Manhattan Island","Larry Latham","April 1, 2018",2000,"G","79 min","Children & Family Movies"
"Movie","Balto","Simon Wells","April 1, 2018",1995,"G","78 min","Children & Family Movies, Dramas"
"Movie","Balto 2: Wolf Quest","Phil Weinstein","April 1, 2018",2001,"G","75 min","Children & Family Movies"
"Movie","Balto 3: Wings of Change","Phil Weinstein","April 1, 2018",2004,"G","78 min","Children & Family Movies"
"Movie","Barsaat","Rajkumar Santoshi","April 1, 2018",1995,"TV-PG","166 min","Action & Adventure, International Movies, Music & Musicals"
NA,"Bh Se Bhade","","April 1, 2018",2013,"TV-PG","1 Season","International TV Shows, TV Comedies"
"Movie","Big Time","Kaspar Astrup Schröder","April 1, 2018",2017,"TV-MA","90 min","Documentaries"
"Movie","Billu","Priyadarshan","April 1, 2018",2009,"TV-PG","132 min","Dramas, International Movies"
NA,"Buddha","","April 1, 2018",2013,"TV-PG","1 Season","International TV Shows, TV Dramas"
"Movie","Class of '61","Gregory Hoblit","April 1, 2018",1993,"TV-PG","91 min","Dramas"
"Movie","Dad","Gary David Goldberg","April 1, 2018",1989,"PG","117 min","Dramas"
"Movie","Dagh Ujala","Raj Amit Kumar","April 1, 2018",2015,"TV-MA","103 min","Dramas, Independent Movies, International Movies"
"Movie","Dare to Be Wild","","April 1, 2018",2015,"TV-PG","100 min","Dramas, Independent Movies, Romantic Movies"
"Movie","Dil Hai Tumhaara","Kundan Shah","April 1, 2018",2002,"TV-14","176 min","Dramas, International Movies, Music & Musicals"
"Movie","Ethirmarai","","April 1, 2018",2018,"TV-14","91 min","International Movies, Music & Musicals, Thrillers"
NA,"Fallet","","April 1, 2018",2017,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Comedies"
"Movie","Fishpeople","Keith Malloy","April 1, 2018",2017,"TV-14","49 min","Documentaries, Sports Movies"
"Movie","Gringo: The Dangerous Life of John McAfee","Nanette Burstein","April 1, 2018",2016,"TV-MA","97 min","Documentaries"
"Movie","How to Make an American Quilt","Jocelyn Moorhouse","April 1, 2018",1995,"PG-13","116 min","Dramas, Romantic Movies"
"Movie","Influx","Luca Vullo","April 1, 2018",2016,"TV-PG","90 min","Documentaries, International Movies"
"Movie","John Mulaney: New in Town","Ryan Polito","April 1, 2018",2012,"NR","60 min","Stand-Up Comedy"
"Movie","Kya Kehna","Kundan Shah","April 1, 2018",2000,"TV-PG","149 min","Dramas, International Movies, Romantic Movies"
NA,"Lady, la vendedora de rosas","","April 1, 2018",2015,"TV-14","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas"
NA,"Loaded","","April 1, 2018",2017,"TV-14","1 Season","British TV Shows, International TV Shows, TV Comedies"
"Movie","Locked Up","Jared Cohn","April 1, 2018",2017,"TV-MA","86 min","Action & Adventure, Dramas, Independent Movies"
"Movie","Main Hoon Na","Farah Khan","April 1, 2018",2004,"TV-14","171 min","Action & Adventure, Comedies, Dramas"
"Movie","Mandobasar Galpo","Tathagata Banerjee","April 1, 2018",2017,"TV-14","103 min","Dramas, International Movies, Romantic Movies"
"Movie","Metro","Ananda Krishnan","April 1, 2018",2016,"TV-14","116 min","Dramas, International Movies, Thrillers"
"Movie","Om Shanti Om","Farah Khan","April 1, 2018",2007,"TV-14","169 min","Comedies, Dramas, International Movies"
"Movie","Paheli","Amol Palekar","April 1, 2018",2005,"TV-PG","134 min","Dramas, International Movies, Romantic Movies"
"Movie","Phir Bhi Dil Hai Hindustani","Aziz Mirza","April 1, 2018",2000,"TV-PG","159 min","Comedies, Dramas, International Movies"
"Movie","Prince","Kookie V. Gulati","April 1, 2018",2010,"TV-14","130 min","Action & Adventure, International Movies"
NA,"Ramayan","","April 1, 2018",2012,"TV-14","1 Season","International TV Shows, TV Dramas"
"Movie","Rukh","Atanu Mukherjee","April 1, 2018",2017,"TV-MA","103 min","Dramas, Independent Movies, International Movies"
"Movie","Sairat","Nagraj Manjule","April 1, 2018",2016,"TV-14","173 min","Dramas, International Movies, Romantic Movies"
"Movie","Schindler's List","Steven Spielberg","April 1, 2018",1993,"R","195 min","Classic Movies, Dramas"
"Movie","Secret in Their Eyes","Billy Ray","April 1, 2018",2015,"PG-13","111 min","Dramas, Thrillers"
"Movie","The Aerial","Esteban Sapir","April 1, 2018",2007,"TV-MA","99 min","Dramas, International Movies, Sci-Fi & Fantasy"
"Movie","The Duchess","Saul Dibb","April 1, 2018",2008,"PG-13","110 min","Dramas, International Movies, Romantic Movies"
"Movie","The Search for Life in Space","Stephen Amezdroz","April 1, 2018",2016,"TV-G","32 min","Documentaries"
"Movie","Una","Benedict Andrews","April 1, 2018",2016,"R","94 min","Dramas, International Movies"
NA,"Badalte Rishton Ki Dastaan","","April 1, 2017",2013,"TV-14","1 Season","International TV Shows, TV Dramas"
NA,"Bala Loca","","April 1, 2017",2016,"TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas"
"Movie","Beyond All Boundaries","Sushrut Jain","April 1, 2017",2013,"TV-14","98 min","Documentaries, International Movies, Sports Movies"
"Movie","Born to Be Free","Gayane Petrosyan","April 1, 2017",2016,"TV-14","74 min","Documentaries, International Movies"
NA,"Burned Cocoon","","April 1, 2017",2005,"TV-14","1 Season","International TV Shows, TV Dramas"
"Movie","Celluloid Man","Shivendra Singh Dungarpur","April 1, 2017",2012,"TV-PG","156 min","Documentaries, International Movies"
"Movie","Couples Counseling","Alexandre Reinecke","April 1, 2017",2016,"TV-MA","88 min","Comedies, Dramas, International Movies"
"Movie","Dancing Quietly","Philipp Eichholtz","April 1, 2017",2016,"TV-MA","70 min","Dramas, Independent Movies, International Movies"
"Movie","Deuces","Jamal Hill","April 1, 2017",2016,"TV-MA","88 min","Dramas"
"Movie","Don't Look Down","Daniel Gordon","April 1, 2017",2016,"TV-MA","93 min","Documentaries, International Movies"
"Movie","Elaan","K. Ramanlal","April 1, 2017",1971,"TV-PG","143 min","Action & Adventure, Cult Movies, International Movies"
NA,"Fairy Tail","","April 1, 2017",2010,"TV-14","1 Season","Anime Series, International TV Shows"
"Movie","Five Nights in Maine","Maris Curran","April 1, 2017",2015,"TV-14","83 min","Dramas, Independent Movies"
"Movie","Joe Cocker: Mad Dog with Soul","John Edginton","April 1, 2017",2017,"TV-14","90 min","Documentaries, International Movies, Music & Musicals"
NA,"Khelti Hai Zindagi Aankh Micholi","","April 1, 2017",2013,"TV-14","1 Season","International TV Shows, TV Dramas"
"Movie","Killa","Avinash Arun","April 1, 2017",2014,"TV-14","107 min","Dramas, International Movies"
"Movie","Lavender","Ed Gass-Donnelly","April 1, 2017",2016,"NR","93 min","Dramas, International Movies, Thrillers"
"Movie","Life 2.0","Jason Spingarn-Koff","April 1, 2017",2010,"NR","99 min","Documentaries"
NA,"Maharakshak: Aryan","","April 1, 2017",2014,"TV-14","1 Season","International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"Ouran High School Host Club","Takuya Igarashi","April 1, 2017",2006,"TV-14","1 Season","Anime Series, Romantic TV Shows, Teen TV Shows"
NA,"Razia Sultan","","April 1, 2017",2015,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas"
"Movie","Salaakhen","A. Salaam","April 1, 2017",1975,"TV-14","134 min","Action & Adventure, International Movies, Music & Musicals"
NA,"Satrangi","","April 1, 2017",2014,"TV-PG","1 Season","Docuseries, International TV Shows"
"Movie","Silicon Cowboys","Jason Cohen","April 1, 2017",2016,"TV-PG","77 min","Documentaries"
"Movie","Skins","Eduardo Casanova","April 1, 2017",2017,"TV-MA","78 min","Dramas, International Movies"
"Movie","The Bad Kids","Keith Fulton, Louis Pepe","April 1, 2017",2016,"TV-MA","101 min","Documentaries"
"Movie","The Human Factor: The Untold Story of the Bombay Film Orchestras","Rudradeep Bhattacharjee","April 1, 2017",2013,"TV-PG","53 min","Documentaries, International Movies, Music & Musicals"
"Movie","The Tenth Man","Daniel Burman","April 1, 2017",2016,"TV-MA","81 min","Dramas, International Movies"
"Movie","Toro","Kike Maíllo","April 1, 2017",2016,"NR","106 min","Dramas, International Movies, Thrillers"
NA,"Cyborg 009 VS Devilman","","April 1, 2016",2015,"TV-14","1 Season","Anime Series, International TV Shows"
"Movie","Frank and Cindy","G.J. Echternkamp","April 1, 2016",2007,"TV-MA","70 min","Documentaries"
"Movie","Frank and Cindy","G.J. Echternkamp","April 1, 2016",2015,"R","102 min","Comedies, Dramas, Independent Movies"
"Movie","Iverson","Zatella Beatty","April 1, 2016",2014,"NR","88 min","Documentaries, Sports Movies"
"Movie","Jeremy Scott: The People's Designer","Vlad Yudin","April 1, 2016",2015,"PG-13","109 min","Documentaries"
NA,"Yo-Kai Watch","","April 1, 2016",2015,"TV-Y7","1 Season","Anime Series, Kids' TV"
NA,"DreamWorks Happy Holidays from Madagascar","","April 1, 2013",2005,"TV-PG","1 Season","Kids' TV, TV Comedies"
NA,"Show Me the Money",""," September 9, 2018",2004,"TV-14","2 Seasons","International TV Shows, TV Comedies"
NA,"Ripper Street",""," September 8, 2017",2017,"TV-MA","5 Seasons","British TV Shows, Crime TV Shows, TV Dramas"
NA,"Haven",""," September 8, 2015",2015,"TV-14","5 Seasons","Classic & Cult TV, TV Horror, TV Mysteries"
NA,"Marvel's Iron Fist",""," September 7, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas"
NA,"Stretch Armstrong & the Flex Fighters",""," September 7, 2018",2018,"TV-Y7-FV","2 Seasons","Kids' TV"
NA,"Galavant",""," September 7, 2016",2016,"TV-PG","2 Seasons","TV Action & Adventure, TV Comedies"
NA,"Elite",""," September 6, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"Jack Whitehall: Travels with My Father",""," September 6, 2019",2019,"TV-MA","3 Seasons","British TV Shows, Docuseries, International TV Shows"
NA,"Once Upon a Time","Mario Van Peebles, Ralph Hemecker, Gwyneth Horder-Payton, Milan Cheylov, Dean White, Michael Waxman, Bryan Spicer"," September 6, 2018",2018,"TV-PG","7 Seasons","TV Dramas, TV Sci-Fi & Fantasy"
NA,"Reign",""," September 5, 2017",2017,"TV-14","4 Seasons","TV Dramas"
NA,"The Vampire Diaries",""," September 4, 2017",2017,"TV-14","8 Seasons","TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy"
NA,"Gotham","Danny Cannon"," September 30, 2019",2019,"TV-14","5 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas"
NA,"Real Rob",""," September 29, 2017",2017,"TV-MA","2 Seasons","TV Comedies"
NA,"Reboot: The Guardian Code",""," September 28, 2018",2018,"TV-Y7-FV","2 Seasons","Kids' TV"
NA,"Skylanders Academy",""," September 28, 2018",2018,"TV-Y7","3 Seasons","Kids' TV, TV Comedies"
NA,"El Marginal",""," September 27, 2019",2019,"TV-MA","3 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"Explained",""," September 26, 2019",2019,"TV-14","2 Seasons","Docuseries"
NA,"Norsemen",""," September 26, 2018",2018,"TV-MA","2 Seasons","International TV Shows, TV Comedies"
NA,"Terrace House: Aloha State",""," September 26, 2017",2017,"TV-14","4 Seasons","International TV Shows, Reality TV"
NA,"Abstract: The Art of Design",""," September 25, 2019",2019,"TV-14","2 Seasons","Docuseries"
NA,"Glitch",""," September 25, 2019",2019,"TV-MA","3 Seasons","International TV Shows, TV Dramas, TV Horror"
NA,"Locked Up",""," September 25, 2019",2019,"TV-MA","4 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"Portlandia",""," September 25, 2019",2018,"TV-14","8 Seasons","TV Comedies"
NA,"Dark Matter",""," September 25, 2017",2017,"TV-14","3 Seasons","TV Sci-Fi & Fantasy, TV Thrillers"
NA,"American Horror Story",""," September 24, 2019",2018,"TV-MA","8 Seasons","TV Horror, TV Mysteries, TV Thrillers"
NA,"Resurrection: Ertugrul",""," September 24, 2019",2018,"TV-14","5 Seasons","International TV Shows, TV Action & Adventure, TV Dramas"
NA,"VeggieTales in the House",""," September 23, 2016",2016,"TV-Y","4 Seasons","Kids' TV"
NA,"Person of Interest",""," September 22, 2016",2016,"TV-14","5 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas"
NA,"Disenchantment",""," September 20, 2019",2019,"TV-14","2 Seasons","TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy"
NA,"Fastest Car",""," September 20, 2019",2019,"TV-MA","2 Seasons","Reality TV"
NA,"Quantico",""," September 2, 2018",2018,"TV-14","3 Seasons","Crime TV Shows, TV Dramas, TV Mysteries"
NA,"The Blacklist",""," September 19, 2019",2019,"TV-14","6 Seasons","Crime TV Shows, TV Dramas, TV Thrillers"
NA,"Beauty & the Beast",""," September 19, 2016",2016,"TV-14","4 Seasons","Crime TV Shows, Romantic TV Shows, TV Dramas"
NA,"The Adjusters",""," September 18, 2017",2010,"TV-14","2 Seasons","International TV Shows, TV Dramas"
NA,"Penny Dreadful",""," September 17, 2016",2016,"TV-MA","3 Seasons","TV Dramas, TV Horror, TV Mysteries"
NA,"Mini Wolf",""," September 16, 2018",2014,"TV-G","2 Seasons","Kids' TV"
NA,"Silver Spoon",""," September 15, 2017",2015,"TV-14","2 Seasons","Crime TV Shows, International TV Shows, TV Action & Adventure"
NA,"VeggieTales in the City",""," September 15, 2017",2017,"TV-Y","2 Seasons","Kids' TV"
NA,"American Vandal",""," September 14, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, TV Comedies, Teen TV Shows"
NA,"Ingobernable",""," September 14, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
NA,"I'm Sorry",""," September 13, 2019",2019,"TV-MA","2 Seasons","TV Comedies"
NA,"The Chef Show",""," September 13, 2019",2019,"TV-MA","2 Seasons","Docuseries"
NA,"The Ranch",""," September 13, 2019",2019,"TV-MA","7 Seasons","TV Comedies"
NA,"Zak Storm",""," September 13, 2018",2016,"TV-Y7-FV","3 Seasons","Kids' TV"
NA,"Offspring",""," September 13, 2017",2017,"TV-MA","7 Seasons","TV Comedies, TV Dramas"
NA,"Tobot",""," September 11, 2019",2018,"TV-Y7-FV","2 Seasons","Kids' TV, Korean TV Shows"
NA,"Shameless (U.S.)",""," September 10, 2019",2018,"TV-MA","9 Seasons","TV Comedies, TV Dramas"
NA,"Sword Art Online",""," September 10, 2019",2014,"TV-14","2 Seasons","Anime Series, International TV Shows"
NA,"Marvel's Agents of S.H.I.E.L.D.",""," September 1, 2019",2019,"TV-PG","6 Seasons","TV Action & Adventure, TV Sci-Fi & Fantasy"
NA,"Moving Art",""," September 1, 2019",2018,"TV-G","3 Seasons","Docuseries, Science & Nature TV"
NA,"Naruto","Hayato Date"," September 1, 2019",2008,"TV-PG","9 Seasons","Anime Series, International TV Shows"
NA,"Nature's Weirdest Events",""," September 1, 2019",2015,"TV-PG","3 Seasons","British TV Shows, Docuseries, Science & Nature TV"
NA,"Scream",""," September 1, 2019",2019,"TV-14","3 Seasons","Crime TV Shows, TV Horror, TV Mysteries"
NA,"The Walking Dead",""," September 1, 2019",2018,"TV-MA","9 Seasons","Classic & Cult TV, TV Action & Adventure, TV Dramas"
NA,"Narcos",""," September 1, 2017",2017,"TV-MA","3 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas"
NA,"Robocar Poli",""," September 1, 2017",2015,"TV-Y","4 Seasons","Kids' TV, Korean TV Shows"
NA,"Toast of London","Michael Cumming"," September 1, 2017",2015,"TV-MA","3 Seasons","British TV Shows, Classic & Cult TV, TV Comedies"
NA,"Forensic Files",""," September 1, 2016",2011,"TV-14","9 Seasons","Crime TV Shows, Docuseries, Science & Nature TV"
NA,"The 4400",""," September 1, 2013",2007,"TV-14","4 Seasons","TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy"
NA,"Sofia the First",""," October 8, 2018",2017,"TV-Y","4 Seasons","Kids' TV"
NA,"Gossip Girl",""," October 8, 2013",2012,"TV-14","6 Seasons","TV Dramas, Teen TV Shows"
NA,"Kibaoh Klashers",""," October 6, 2017",2017,"TV-Y7","2 Seasons","Kids' TV"
NA,"Word Party",""," October 6, 2017",2017,"TV-Y","3 Seasons","Kids' TV"
NA,"The Fosters",""," October 5, 2017",2017,"TV-14","5 Seasons","TV Dramas"
NA,"Creeped Out",""," October 4, 2019",2019,"TV-Y7","2 Seasons","British TV Shows, Kids' TV, TV Thrillers"
NA,"Peaky Blinders",""," October 4, 2019",2019,"TV-MA","5 Seasons","British TV Shows, Crime TV Shows, International TV Shows"
NA,"Rotten",""," October 4, 2019",2019,"TV-MA","2 Seasons","Docuseries, Science & Nature TV"
NA,"Super Monsters",""," October 4, 2019",2019,"TV-Y","3 Seasons","Kids' TV"
NA,"KENGAN ASHURA",""," October 31, 2019",2019,"TV-MA","2 Seasons","Anime Series, International TV Shows"
NA,"Midnight Diner: Tokyo Stories",""," October 31, 2019",2019,"TV-14","2 Seasons","International TV Shows, TV Dramas"
NA,"Goldie & Bear",""," October 31, 2018",2017,"TV-Y","2 Seasons","Kids' TV"
NA,"Flavorful Origins",""," October 30, 2019",2019,"TV-G","2 Seasons","Docuseries, International TV Shows"
NA,"Fate/EXTRA Last Encore",""," October 30, 2018",2018,"TV-MA","2 Seasons","Anime Series, International TV Shows"
NA,"Zoo",""," October 3, 2017",2017,"TV-14","3 Seasons","TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy"
NA,"Jeopardy!",""," October 28, 2019",2019,"TV-G","5 Seasons","Reality TV"
NA,"Castlevania",""," October 26, 2018",2018,"TV-MA","2 Seasons","Anime Series, TV Horror, TV Thrillers"
NA,"BoJack Horseman",""," October 25, 2019",2019,"TV-MA","6 Seasons","TV Comedies"
NA,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",""," October 25, 2019",2019,"TV-Y","2 Seasons","Kids' TV"
NA,"Greenhouse Academy",""," October 25, 2019",2019,"TV-PG","3 Seasons","Kids' TV, TV Dramas, Teen TV Shows"
NA,"The Kominsky Method",""," October 25, 2019",2019,"TV-MA","2 Seasons","TV Comedies, TV Dramas"
NA,"Great News",""," October 25, 2018",2018,"TV-14","2 Seasons","TV Comedies"
