"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in"
80134399,"Movie","Patron Mutlu Son Istiyor","Kıvanç Baruönü","Tolga Çevik, Ezgi Mola, Murat Başoğlu, Erkan Can, Ersin Korkut, Mustafa Uzunyılmaz, Nusret Çetinel, Ayşenur Yazıcı","Turkey","March 10, 2017",2014,"TV-MA","105 min","Comedies, International Movies, Romantic Movies"
80160127,"Movie","Refugee","Clementine Malpas, Leslie Knott","Cate Blanchett, Lynsey Addario, Omar Victor Diop, Graciela Iturbide, Martin Schoeller, Tom Stoddart","","March 10, 2017",2016,"TV-PG","24 min","Documentaries"
80134438,"Movie","Romantik Komedi","Ketche","Sedef Avcı, Cemal Hünal, Begüm Kütük, Engin Altan Düzyatan, Sinem Kobal, Gürgen Öz, Burcu Kara, Kubilay Penbeklioğlu","Turkey","March 10, 2017",2010,"NR","110 min","Comedies, International Movies, Romantic Movies"
80134435,"Movie","Romantik Komedi 2: Bekarlığa Veda","Erol Özlevi","Sinem Kobal, Engin Altan Düzyatan, Sedef Avcı, Cemal Hünal, Burcu Kara, Gürgen Öz, Öykü Çelik, Gökçe Özyol","Turkey","March 10, 2017",2013,"TV-14","105 min","Comedies, International Movies, Romantic Movies"
80134519,"Movie","Sadece Sen","Hakan Yonat","Belçim Bilgin, İbrahim Çelikkol, Kerem Can, Necmi Yapıcı, Levent Sülün, Barış Arduç, Erol Gedik, Cezmi Baskın","Turkey","March 10, 2017",2014,"TV-MA","105 min","Dramas, International Movies, Romantic Movies"
80134434,"Movie","Sen Kimsin?","Ozan Açıktan","Tolga Çevik, Köksal Engür, Pelin Körmükçü, Toprak Sergen, Zeynep Özder","Turkey","March 10, 2017",2012,"TV-14","102 min","Comedies, International Movies"
80160357,"Movie","The Boss's Daughter","Olivier Loustau","Christa Théret, Olivier Loustau, Florence Thomassin, Patrick Descamps, Stéphane Rideau, Pierre Berriau, Deborah Grall, Vincent Martinez","France","March 10, 2017",2015,"TV-MA","98 min","Dramas, International Movies, Romantic Movies"
70299745,"Movie","The Butterfly's Dream","Yılmaz Erdoğan","Kıvanç Tatlıtuğ, Mert Fırat, Belçim Bilgin, Farah Zeynep Abdullah, Yılmaz Erdoğan, Ahmet Mümtaz Taylan, Taner Birsel, Selman Ünlüsoy, İpek Bilgin, Aksel Bonfil, Devrim Yakut, Salih Kalyon","Turkey","March 10, 2017",2013,"TV-PG","118 min","Dramas, International Movies, Romantic Movies"
80038527,"Movie","Vizontele","Yılmaz Erdoğan, Ömer Faruk Sorak","Yılmaz Erdoğan, Demet Akbağ, Altan Erkekli, Cem Yılmaz, Cezmi Baskın, Bican Günalan, Sebnem Sönmez, İclal Aydın, Mesut Çakarli, Zeynep Tokuş","Turkey","March 10, 2017",2001,"NR","106 min","Comedies, Dramas, International Movies"
80038445,"Movie","Vizontele Tuuba","Yılmaz Erdoğan","Yılmaz Erdoğan, Tarık Akan, Altan Erkekli, Cezmi Baskın, İclal Aydın, Demet Akbağ, Tuba Ünsal, Tolga Çevik","Turkey","March 10, 2017",2004,"NR","106 min","Comedies, Dramas, International Movies"
81059183,"Movie","2,215","Nottapon Boonprakob","Artiwara Kongmalai","Thailand","March 1, 2019",2018,"TV-14","89 min","Documentaries, International Movies, Sports Movies"
81024332,"Movie","An Interview with God","Perry Lang","Brenton Thwaites, David Strathairn, Hill Harper, Charlbi Dean, Yael Grobglas","United States","March 1, 2019",2018,"TV-PG","97 min","Dramas, Faith & Spirituality"
81059444,"Movie","BNK48: Girls Don't Cry","Nawapol Thamrongrattanarit","","Thailand","March 1, 2019",2018,"TV-PG","108 min","Documentaries, International Movies, Music & Musicals"
80987464,"Movie","Budapest","Xavier Gens","Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium","March 1, 2019",2018,"TV-MA","103 min","Comedies, International Movies"
80156925,"Movie","Christmas in the Smokies","Gary Wheeler","Sarah Lancaster, Barry Corbin, Alan Powell, Jill Wagner, Danny Vinson, Gregory Alan Williams, Rebecca Koon, Brett Rice","United States","March 1, 2019",2015,"TV-G","88 min","Children & Family Movies, Dramas, Romantic Movies"
80222770,"TV Show","Cricket Fever: Mumbai Indians","","","India","March 1, 2019",2019,"TV-MA","1 Season","Docuseries, International TV Shows"
60002907,"Movie","Crouching Tiger, Hidden Dragon","Ang Lee","Chow Yun Fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Lung Hsiung, Cheng Pei-pei, Fa Zeng Li, Xian Gao, Yan Hai, De Ming Wang","Taiwan, Hong Kong, United States, China","March 1, 2019",2000,"PG-13","120 min","Action & Adventure, International Movies, Romantic Movies"
80207473,"Movie","Dead in a Week (Or Your Money Back)","Tom Edmunds","Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic","United Kingdom","March 1, 2019",2018,"TV-MA","90 min","Comedies"
80001101,"TV Show","Doomsday Preppers","","Michael Izquierdo","United States","March 1, 2019",2013,"TV-14","1 Season","Reality TV, Science & Nature TV"
80990534,"Movie","Haunting on Fraternity Row","Brant Sersen","Jacob Artist, Jayson Blair, Shanley Caswell, Claudia Lee, Ashton Moio, Cameron Moulene, Molly Tarlov, Chester Rushing","United States","March 1, 2019",2018,"TV-MA","99 min","Horror Movies, Independent Movies"
70111265,"Movie","Hulk Vs.","Sam Liu, Frank Paur","Fred Tatasciore, Matthew Wolf, Graham McTavish, Grey DeLisle, Kari Wahlgren, Bryce Johnson, Janyse Jaud, Jay Brazeau, Jonathan Holmes, Paul Dobson, Michael Adamthwaite, French Tickner, Nicole Oliver, Qayam Devji, Steve Blum, Mark Acheson, Colin Murdock, Nolan North, Tom Kane","United States","March 1, 2019",2009,"PG-13","83 min","Action & Adventure, Sci-Fi & Fantasy"
70024098,"Movie","Junebug","Phil Morrison","Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Frank Hoyt Taylor, Celia Weston, Scott Wilson, Jill Wagner, Victoria Jackson, Chuck Russell, Jerry Minor, Matt Besser","United States","March 1, 2019",2005,"R","107 min","Comedies, Dramas, Independent Movies"
80071907,"Movie","Kilo Two Bravo","Paul Katis","David Elliot, Mark Stanley, Scott Kyle, Benjamin O'Mahony, Bryan Parry, Liam Ainsworth, Andy Gibbins, John Doughty, Paul Luebke, Thomas Davison, Grant Kilburn, Robert Mitchell, Jon-Paul Bell, Malachi Kirby, Ali Cook","United Kingdom","March 1, 2019",2014,"R","109 min","Dramas, Independent Movies, Thrillers"
70020730,"Movie","Layer Cake","Matthew Vaughn","Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan","United Kingdom","March 1, 2019",2004,"R","105 min","Independent Movies, International Movies, Thrillers"
80198306,"TV Show","Losers","","","","March 1, 2019",2019,"TV-MA","1 Season","Docuseries"
80202258,"TV Show","Northern Rescue","","William Baldwin, Kathleen Robertson, Spencer MacPherson, Taylor Thorne, Amalia Williamson, Michelle Nolden, Peter MacNeill, Natalie Lisinska","Canada","March 1, 2019",2019,"TV-14","1 Season","TV Dramas"
80057137,"Movie","Pants on Fire","Jonathan A. Rosenbaum","Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady","Canada","March 1, 2019",2014,"TV-G","87 min","Children & Family Movies, Comedies"
81045720,"Movie","Paranormal Investigation","Franck Phelizon","Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","United States, France","March 1, 2019",2018,"TV-MA","93 min","Horror Movies, International Movies, Thrillers"
70236016,"Movie","Radio Rebel","Peter Howitt","Debby Ryan, Sarena Parmar, Adam DiMarco, Merritt Patterson, Nancy Robertson","United States","March 1, 2019",2012,"TV-G","90 min","Children & Family Movies, Comedies"
81069249,"Movie","Room for Rent","Matthew Atkinson","Brett Gelman, Mark Little, Carla Gallo, Stephnie Weir, Patrick J. Adams, Mark McKinney","Canada","March 1, 2019",2017,"TV-MA","89 min","Comedies, Independent Movies"
81083971,"Movie","Sarvam Thaala Mayam (Tamil Version)","Rajiv Menon","G.V. Prakash Kumar, Nedumudi Venu, Aparna Balamurali, Divyadarshini, Vineeth, Kumaravel, Ravi Prakash, Sumesh","India","March 1, 2019",2018,"TV-14","131 min","Dramas, International Movies, Music & Musicals"
80200047,"Movie","The Boy Who Harnessed the Wind","Chiwetel Ejiofor","Maxwell Simba, Chiwetel Ejiofor, Aïssa Maïga, Lily Banda, Lemogang Tsipa, Philbert Falakeza, Joseph Marcell, Noma Dumezweni","United Kingdom, Malawi","March 1, 2019",2019,"TV-14","114 min","Children & Family Movies, Dramas, Independent Movies"
80156772,"Movie","The Christmas Project","Michael Buster","Jacob Buster, Anson Bagley, Grace Hallows, Josh Reid, Cooper Daniel Johnson, Alison Akin Clark, Brian Neal Clark, Evan Clark, Caitlin E.J. Meyer, Gabe White","United States","March 1, 2019",2016,"TV-PG","92 min","Children & Family Movies, Comedies"
81016361,"Movie","The Incredible Story of the Giant Pear","Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick","Paul Tylak, Susie Power, Roger Gregg, Dermot Magennis, Marcus Lamb, J. Drew Lucas","Denmark","March 1, 2019",2018,"TV-G","75 min","Children & Family Movies"
81055395,"Movie","The Last Runway","Rodrigo Salomón, Pietro Scappini","Luis Aguirre, Andrea Quattrocchi, Silvio Rodas, Felix Medina, Gonzalo Vivanco, Bruno Sosa, Andrea Frigerio, Mauricio A. Jortack, Rafael Rojas Doria, Roberto Weiss, Fabio Chamorro, Sergio Quiñonez Román, David Gerber","Paraguay, Argentina","March 1, 2019",2018,"TV-MA","107 min","Action & Adventure, International Movies"
70077556,"Movie","The Spiderwick Chronicles","Mark Waters","Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew McCarthy, Martin Short","United States","March 1, 2019",2008,"PG","97 min","Children & Family Movies"
80994738,"TV Show","ThirTEEN Terrors","","Thanapatpisal Sananthachat, Panisara Montharat, Sutatta Udomsilp, Teetatch Ratanasritai, Fame Chawin Likitjareonpong, Paladesh Kemisara, Thiti Mahayotaruk, Napat Chokejindachai, Um Apasiri Nitibhon, Skye Nateeton Wongrawee, Narikun Ketprapakorn, Sirinya Tantipongwatana, Chutavuth Pattarakampol, Thanyanan Pipatchaisiri, Sirachuch Chienthaworn, Jirayus Khawbaimai, Gunn Junhavat, Pavadee Komchokpaisan, Nichaphat Chatchaipholrat, Natthida Trichaiya, Kanyawee Songmuang, Claudine Craig, Sarit Trilertvichien, Teeradon Supapunpinyo, Narupornkamol Chaisang, Atthaphan Poonsawas, Oabnithi Wiwattanawarang","Thailand","March 1, 2019",2014,"TV-MA","1 Season","International TV Shows, TV Horror, TV Mysteries"
70100412,"Movie","Tyson","James Toback","Mike Tyson, Trevor Berbick","United States, France","March 1, 2019",2008,"R","90 min","Documentaries, Sports Movies"
60021299,"Movie","Wet Hot American Summer","David Wain","Janeane Garofalo, David Hyde Pierce, Michael Showalter, Marguerite Moreau, Michael Ian Black, Zak Orth, A.D. Miles, Paul Rudd, Christopher Meloni, Molly Shannon, Ken Marino, Joe Lo Truglio, Amy Poehler, Bradley Cooper, Gideon Jacobs, Elizabeth Banks","United States","March 1, 2019",2001,"R","98 min","Comedies, Cult Movies, Independent Movies"
70129374,"Movie","Winter's Bone","Debra Granik","Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt, Sheryl Lee, Lauren Sweetser, Tate Taylor","United States","March 1, 2019",2010,"R","100 min","Dramas, Independent Movies"
80167647,"Movie","Your Son","Miguel Ángel Vivas","José Coronado, Ana Wagener, Asia Ortega, Pol Monen, Ester Expósito","Spain, France","March 1, 2019",2018,"TV-MA","103 min","Dramas, International Movies, Thrillers"
80215076,"TV Show","21 Thunder","","Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore","Canada","March 1, 2018",2017,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
80184973,"Movie","2307: Winter's Dream","Joey Curtis","Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley","United States","March 1, 2018",2016,"TV-MA","101 min","Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
80203919,"Movie","Adel Karam: Live from Beirut","","Adel Karam","United States","March 1, 2018",2018,"TV-MA","59 min","Stand-Up Comedy"
70229921,"Movie","Ai Weiwei: Never Sorry","Alison Klayman","Ai Weiwei, Lao Ai","United States","March 1, 2018",2012,"R","91 min","Documentaries"
70021551,"Movie","Aitraaz","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Kareena Kapoor, Priyanka Chopra, Amrish Puri, Paresh Rawal, Annu Kapoor","India","March 1, 2018",2004,"TV-14","153 min","International Movies, Music & Musicals, Romantic Movies"
80236167,"Movie","Bachelor Girls","Shikha Makan","","India","March 1, 2018",2016,"TV-14","61 min","Documentaries, International Movies"
80175151,"Movie","Balu Mahi","Haissam Hussain","Osman Khalid Butt, Ainy Jaffri, Sadaf Kanwal, Khurram Patras, Ali Sheikh, Zeeshan Ali, Durdana Butt, Shafqat Cheema, Adeel Hashmi, Javed Sheikh","Pakistan","March 1, 2018",2017,"TV-14","149 min","International Movies, Romantic Movies"
80232404,"Movie","Battle Drone","Mitch Gould","Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré","United States","March 1, 2018",2018,"TV-MA","94 min","Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
60036746,"Movie","Boom","Kaizad Gustad","Amitabh Bachchan, Gulshan Grover, Jackie Shroff, Javed Jaffrey, Katrina Kaif, Madhu Sapre, Padma Lakshmi, Seema Biswas, Zeenat Aman, Boman Irani","India","March 1, 2018",2003,"TV-MA","79 min","Action & Adventure, Dramas, International Movies"
60036613,"Movie","Company","Ram Gopal Varma","Ajay Devgn, Vivek Oberoi, Mohanlal, Manisha Koirala, Seema Biswas, Antara Mali, Akash Khurana, Madan Joshi, Vijay Raaz, Rajpal Yadav","India","March 1, 2018",2002,"TV-MA","137 min","Action & Adventure, Dramas, International Movies"
80219180,"TV Show","Darr Sabko Lagta Hai","","Bipasha Basu","India","March 1, 2018",2015,"TV-MA","1 Season","International TV Shows, TV Horror, TV Thrillers"
80214584,"Movie","Deathgrip","Clay Porter","Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk","United Kingdom","March 1, 2018",2017,"TV-MA","53 min","International Movies, Sports Movies"
17671454,"Movie","Dil Se","Mani Ratnam","Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav, Zohra Sehgal, Sabyasachi Chakraborty, Piyush Mishra, Krishnakant, Aditya Srivastava","India","March 1, 2018",1998,"TV-14","166 min","Dramas, International Movies, Romantic Movies"
60036617,"Movie","Dum","Eeshwar Nivas","Vivek Oberoi, Diya Mirza, Atul Kulkarni, Govind Namdeo, Mukesh Rishi, Sushant Singh, Yashpal Sharma, Sheeba","India","March 1, 2018",2003,"TV-14","162 min","Action & Adventure, Dramas, International Movies"
80230555,"Movie","Elles étaient en guerre 1939-1945","Hugues Nancy, Fabien Beziat","","","March 1, 2018",2015,"TV-14","92 min","Documentaries, International Movies"
70294790,"Movie","Grand Masti","Indra Kumar","Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Suresh Menon, Manjari Fadnis, Sonalee Kulkarni, Karishma Tanna, Kainaat Arora, Bruna Abdullah, Maryam Zakaria, Pradeep Singh Rawat","India","March 1, 2018",2013,"TV-MA","93 min","Comedies, International Movies, Music & Musicals"
70063017,"Movie","Guru","Mani Ratnam","Abhishek Bachchan, Mithun Chakraborty, Aishwarya Rai Bachchan, Madhavan, Vidya Balan, Roshan Seth, Arya Babbar, Sachin Khedekar, Dhritiman Chatterjee, Manoj Joshi","India","March 1, 2018",2007,"TV-14","155 min","Dramas, International Movies"
60003401,"Movie","Hamara Dil Aapke Paas Hai","Satish Kaushik","Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar, Anupam Kher, Satish Kaushik, Mukesh Rishi, Jaspal Bhatti, Razak Khan, Himani Shivpuri, Smita Jaykar, Tanaaz Currim Irani","India","March 1, 2018",2000,"TV-14","158 min","Dramas, International Movies, Music & Musicals"
80224605,"Movie","Hans Zimmer: Live in Prague","Tim Van Someren","Hans Zimmer","United Kingdom","March 1, 2018",2017,"TV-G","138 min","International Movies, Music & Musicals"
70021253,"Movie","Haseena Maan Jaayegi","David Dhawan","Sanjay Dutt, Govinda, Karisma Kapoor, Pooja Batra, Kader Khan, Paresh Rawal, Satish Kaushik, Aruna Irani, Anupam Kher, Ashish Vidyarthi, Aashif Sheikh, Asrani, Razak Khan, Shakti Kapoor, Bindu, Mahavir Shah, Mohan Joshi, Anil Dhawan","India","March 1, 2018",1999,"TV-PG","151 min","Action & Adventure, Comedies, Dramas"
70138498,"Movie","Hide & Seek","Shawn Arranha","Purab Kohli, Arjan Bajwa, Mrinalini Sharma, Sameer Kochhar, Ayaz Khan, Amruta Patki, Pavail Gulati, Prashant, Amol Mhatre","India","March 1, 2018",2010,"TV-14","96 min","Horror Movies, International Movies, Thrillers"
80188099,"Movie","Inconceivable","Jonathan Baker","Gina Gershon, Faye Dunaway, Nicolas Cage, Nicky Whelan, Natalie Eva Marie, Jonathan Baker, James Van Patten","United Kingdom, United States","March 1, 2018",2017,"R","106 min","Thrillers"
70025303,"Movie","Insan","K. Subhash","Akshay Kumar, Ajay Devgn, Tusshar Kapoor, Esha Deol, Lara Dutta, Laila, Rahul Dev, Koena Mitra, Archana Puran Singh, Sharat Saxena","India","March 1, 2018",2005,"TV-14","141 min","Action & Adventure, Dramas, International Movies"
70048905,"Movie","Iqbal","Nagesh Kukunoor","Shreyas Talpade, Naseeruddin Shah, Girish Karnad, Shweta Prasad, Yatin Karyekar, Prateeksha Lonkar, Dilip Salgaonkar, Jyoti Joshi, Aadarsh Balakrishna, Gururaj Manepalli","India","March 1, 2018",2006,"TV-Y7","127 min","Dramas, Independent Movies, International Movies"
80223227,"Movie","Ishqedarriyaan","V. K. Prakash","Suhasini Mulay, Kavin Dave, Evelyn Sharma","India","March 1, 2018",2015,"TV-14","130 min","Dramas, International Movies, Romantic Movies"
80223195,"Movie","Issaq","Manish Tiwary","Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan, Rajeshwari Sachdev, Neena Gupta, Makarand Deshpande, Vineet Kumar Singh, Amit Sial, Prashantt Guptha, Sudhir Pandey, Evelyn Sharma, Sandeep Bose","India","March 1, 2018",2013,"TV-MA","140 min","Dramas, International Movies, Music & Musicals"
80236906,"Movie","Judwaa 2","David Dhawan","Varun Dhawan, Jacqueline Fernandez, Tapsee Pannu, Rajpal Yadav, Sachin Khedekar, Anupam Kher, Zakir Hussain, Pavan Malhotra","India","March 1, 2018",2017,"TV-14","145 min","Action & Adventure, Comedies, International Movies"
80238297,"Movie","Kaakan","Kranti Redkar","Jitendra Joshi, Urmila Kanitkar, Ashutosh Gaikwad, Ashok Shinde, Madhavi Juvekar","India","March 1, 2018",2015,"TV-14","132 min","Dramas, International Movies, Romantic Movies"
80235958,"Movie","Kalki","Dhilip Kumar","Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan","India","March 1, 2018",2017,"TV-14","41 min","Dramas, Independent Movies, International Movies"
80238296,"Movie","Kanika","","Sharad Ponkshe, Smita Shewale","India","March 1, 2018",2017,"TV-14","110 min","Horror Movies, International Movies, Thrillers"
17969262,"Movie","Khalnayak","Subhash Ghai","Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Anupam Kher, Rakhee Gulzar, Pramod Moutho, Ramya Krishnan, Sushmita Mukherjee, Neena Gupta, A.K. Hangal","India","March 1, 2018",1993,"TV-14","170 min","Action & Adventure, Dramas, International Movies"
80223317,"Movie","Khushi","Surya S.J., Sunil Kumar Agrawal","Fardeen Khan, Kareena Kapoor, Amrish Puri, Navin Nischol, Beena, Anup Soni, Johnny Lever, Sharat Saxena, Amitabh Bachchan, Sakshi Shivanand","India","March 1, 2018",2003,"TV-14","157 min","Comedies, International Movies, Music & Musicals"
